uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collections,inScheme,theme,seeAlso,topConceptOf
WAC_IV_A_006,,,skos:Concept,WAC/IV/A/006,Toestelinstellingen van GC-MS/MS bij de bepaling van organische parameters,,Deze procedure beschrijft typische GCMS/MS instellingen voor de bepaling van organische parameters.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_006.pdf,conceptscheme:observatieprocedure
WAC_IV_A_007,,,skos:Concept,WAC/IV/A/007,Bepaling van formaldehyde in water,,"Deze procedure beschrijft een methode voor de derivatisatie, extractie en meting van formaldehyde in oppervlakte-, grond- en afvalwater. De methode is toepasbaar vanaf een concentratie van 20 µg/l.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_007.pdf,conceptscheme:observatieprocedure
WAC_IV_A_008,117-84-0|131-11-3|131-16-8|131-18-0|17-81-7|26761-40-0|3648-20-2|3648-21-3|605-50-5|68515-48-0|68515-50-4|71850-09-4|71888-89-6|776297-69-9|84-61-7|84-66-2|84-69-5|84-74-2|84-75-3|85-68-7|96507-86-7,chemische_stof:ALEROMXYYSQFLX-UHFFFAOYSA-N|chemische_stof:DOIRQSBPFJWKBE-UHFFFAOYSA-N|chemische_stof:FLKPEMZONWLCSK-UHFFFAOYSA-N|chemische_stof:HBGGXOJOCNVPFY-UHFFFAOYSA-N|chemische_stof:IPKKHRVROFYTEK-UHFFFAOYSA-N|chemische_stof:IRIAEXORFWYRCZ-UHFFFAOYSA-N|chemische_stof:JANBFCARANRIKJ-UHFFFAOYSA-N|chemische_stof:JQCXWCOOWVGKMT-UHFFFAOYSA-N|chemische_stof:KCXZNSGUUQJJTR-UHFFFAOYSA-N|chemische_stof:LGBAGUMSAPUZPU-UHFFFAOYSA-N|chemische_stof:MGWAVDBGNNKXQV-UHFFFAOYSA-N|chemische_stof:MQHNKCZKNAJROC-UHFFFAOYSA-N|chemische_stof:MQIUGAXCHLFZKX-UHFFFAOYSA-N|chemische_stof:NIQCNGHVCWTJSM-UHFFFAOYSA-N|chemische_stof:QQVHEQUEHCEAKS-UHFFFAOYSA-N|chemische_stof:RKELNIPLHQEBJO-UHFFFAOYSA-N|chemische_stof:VOWAEIGWURALJQ-UHFFFAOYSA-N|chemische_stof:ZVFDTKUVRCTHQE-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/008,Bepaling van ftalaten in water met GC-MS/MS,,"Deze procedure is nieuw en beschrijft een GC-MS/MS methode voor de kwantitatieve bepaling van 16 individuele ftalaten en 5 isomerenmengsels van ftalaten in oppervlaktewater, grondwater, drinkwater en afvalwater. ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_008.pdf,conceptscheme:observatieprocedure
WAC_IV_A_010,121-75-5|122-14-5|13071-79-9|13194-48-4|2104-96-3|2642-71-9|2921-88-2|29232-93-7|298-00-0|333-41-5|470-90-6|4824-78-6|55-38-9|5598-13-0|56-38-2|60-51-5|62-73-7|7786-34-7|86-50-0|944-22-9|950-37-8,chemische_stof:CJJOSEISRRTUQB-UHFFFAOYSA-N|chemische_stof:FHIVAFMUCKRCQO-UHFFFAOYSA-N|chemische_stof:GEPDYQSQVLXLEU-AATRIKPKSA-N|chemische_stof:HRBKVYFZANMGRE-UHFFFAOYSA-N|chemische_stof:JXSJBGJIGXNWCI-UHFFFAOYSA-N|chemische_stof:KVGLBTYUCJYMND-UHFFFAOYSA-N|chemische_stof:KWGUFOITWDSNQY-UHFFFAOYSA-N|chemische_stof:LCCNCVORNKJIRZ-UHFFFAOYSA-N|chemische_stof:MCWXGJITAZMZEV-UHFFFAOYSA-N|chemische_stof:MEBQXILRKZHVCX-UHFFFAOYSA-N|chemische_stof:NYQDCVLCJXRDSK-UHFFFAOYSA-N|chemische_stof:OEBRKCOSUFCWJD-UHFFFAOYSA-N|chemische_stof:PNVJTZOFSHSLTO-UHFFFAOYSA-N|chemische_stof:QHOQHJPRIBSPCY-UHFFFAOYSA-N|chemische_stof:RLBIQVVOMOPOHC-UHFFFAOYSA-N|chemische_stof:RQVGAIADHNPSME-UHFFFAOYSA-N|chemische_stof:SBPBAQFWLVIOKP-UHFFFAOYSA-N|chemische_stof:VJYFKVYYMZPMAB-UHFFFAOYSA-N|chemische_stof:XLNZEKHULJKQBA-UHFFFAOYSA-N|chemische_stof:ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/010,Bepaling van organofosforpesticiden in water,,Deze procedurebeschrijft een methode voor de kwantitatieve bepaling van organofosforpesticiden (OPP) in water met behulp van gaschromatografie-massaspectrometrie. Deze meer stabiele pesticiden zijn gaschromatografeerbaar in tegenstelling tot de meeste andere polaire pesticiden die thermolabiel zijn.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_010.pdf,conceptscheme:observatieprocedure
WAC_IV_A_015,1024-57-3|1031-07-8|108-70-3|115-32-2|117-18-0|118-74-1|120-82-1|280474-83-9|297-78-9|309-00-2|31508-00-6|319-84-6|319-85-7|319-86-8|33213-65-9|3424-82-6|35065-27-1|35065-28-2|35065-29-3|35693-99-3|37680-73-2|465-73-6|50-29-3|5103-71-9|5103-74-2|53-19-0|58-89-9|60-57-1|608-93-5|634-66-2|634-90-2|67-72-1|7012-37-5|72-20-8|72-43-5|72-54-8|72-55-9|76-44-8|789-02-6|82-68-8|87-61-6|87-68-3|90-13-1|91-58-7|95-94-3|959-98-8,chemische_stof:AAPVQEMYVNZIOO-UHFFFAOYSA-N|chemische_stof:AHJKRLASYNVKDZ-UHFFFAOYSA-N|chemische_stof:BIWJNBZANLAXMG-UHFFFAOYSA-N|chemische_stof:BZTYNSQSZHARAZ-UHFFFAOYSA-N|chemische_stof:CEOCDNVZRAIOQZ-UHFFFAOYSA-N|chemische_stof:CGYGETOMCSJHJU-UHFFFAOYSA-N|chemische_stof:CKAPSXZOOQJIBF-UHFFFAOYSA-N|chemische_stof:CVUGPAFCQJIYDT-UHFFFAOYSA-N|chemische_stof:DFBKLUNHFCTMDC-PICURKEMSA-N|chemische_stof:DFBKLUNHFCTMDC-UHFFFAOYSA-N|chemische_stof:FRCCEHPWNOQAEU-UHFFFAOYSA-N|chemische_stof:GBDZXPJXOMHESU-UHFFFAOYSA-N|chemische_stof:HCWZEPKLWVAEOV-UHFFFAOYSA-N|chemische_stof:IAKOZHOLGAGEJT-UHFFFAOYSA-N|chemische_stof:IUTPYMGCWINGEY-UHFFFAOYSA-N|chemische_stof:JHBKHLUZVFWLAG-UHFFFAOYSA-N|chemische_stof:JLYXXMFPNIAWKQ-CDRYSYESSA-N|chemische_stof:JLYXXMFPNIAWKQ-GNIYUCBRSA-N|chemische_stof:JLYXXMFPNIAWKQ-GPIVLXJGSA-N|chemische_stof:JLYXXMFPNIAWKQ-SHFUYGGZSA-N|chemische_stof:JTPNRXUCIXHOKM-UHFFFAOYSA-N|chemische_stof:JWBOIMRXGHLCPP-UHFFFAOYSA-N|chemische_stof:LAHWLEDBADHJGA-UHFFFAOYSA-N|chemische_stof:LKPLKUMXSAEKID-UHFFFAOYSA-N|chemische_stof:LRWHHSXTGZSMSN-UHFFFAOYSA-N|chemische_stof:MVWHGTYKUMDIHL-UHFFFAOYSA-N|chemische_stof:PBKONEOXTCPAFI-UHFFFAOYSA-N|chemische_stof:QBYJBZPUGVGKQQ-SEIHLVFNSA-N|chemische_stof:QBYJBZPUGVGKQQ-UHFFFAOYSA-N|chemische_stof:QZYNWJQFTJXIRN-UHFFFAOYSA-N|chemische_stof:RDYMFSUJUZBWLH-GDSHQCHSSA-N|chemische_stof:RDYMFSUJUZBWLH-VQDHCCOSSA-N|chemische_stof:RELMFMZEBKVZJC-UHFFFAOYSA-N|chemische_stof:RPUMZMSNLZHIGZ-UHFFFAOYSA-N|chemische_stof:RWNKSTSCBHKHTB-UHFFFAOYSA-N|chemische_stof:UCNVFOCBFJOQAL-UHFFFAOYSA-N|chemische_stof:UOAMTSKGCBMZTC-UHFFFAOYSA-N|chemische_stof:VHHHONWQHHHLTI-UHFFFAOYSA-N|chemische_stof:WBHQEUPUMONIKF-UHFFFAOYSA-N|chemische_stof:XKEFYDZQGKAQCN-UHFFFAOYSA-N|chemische_stof:XQTLDIFVVHJORV-UHFFFAOYSA-N|chemische_stof:YVGGHNCTFXOJCH-UHFFFAOYSA-N|chemische_stof:ZDYJWDIWLRZXDB-UHFFFAOYSA-N|chemische_stof:ZXFXBSWRVIQKOD-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/015,Bepaling van matig vluchtige chloorkoolwaterstoffen in water,,"Deze procedure beschrijft een methode voor de extractie, zuivering en analyse van een aantal matig vluchtige chloorkoolwaterstoffen, zoals polychloorbifenylverbindingen (PCB’s), organochloorpesticiden (OCP’s) en chloorbenzenen in water. De methode is toepasbaar op grondwater, oppervlaktewater, drinkwater en afvalwater. ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_015.pdf,conceptscheme:observatieprocedure
WAC_IV_A_016,100-41-4|100-42-5|10061-01-5|10061-02-6|103-65-1|104-51-8|106-42-3|106-43-4|106-46-7|106-93-4|107-06-2|108-38-3|108-67-8|108-70-3|108-86-1|108-88-3|108-90-7|110-54-3|111-65-9|120-82-1|124-48-1|127-18-4|135-98-8|142-28-9|142-82-5|156-59-2|156-60-5|1634-04-4|31372-91-5|44607-13-8|50985-84-7|526-73-8|541-73-1|56-23-5|563-58-6|594-20-7|630-20-6|67-66-3|71-43-2|71-55-6|74-95-3|74-97-5|75-00-3|75-01-4|75-09-2|75-25-2|75-27-4|75-34-3|75-35-4|78-87-5|79-00-5|79-01-6|79-34-5|8031-33-2|87-61-6|87-68-3|91-20-3|95-47-6|95-49-8|95-50-1|95-63-6|96-12-8|96-18-4|98-06-6|98-82-8|99-87-6,chemische_stof:AUHZEENZYGFFBQ-UHFFFAOYSA-N|chemische_stof:BZHJMEDXRYGGRV-UHFFFAOYSA-N|chemische_stof:BZLVMXJERCGZMT-UHFFFAOYSA-N|chemische_stof:CFXQEHVMCRXUSD-UHFFFAOYSA-N|chemische_stof:CTQNGGLPUBDAKN-UHFFFAOYSA-N|chemische_stof:CYTYCFOTNPOANT-UHFFFAOYSA-N|chemische_stof:DIKBFYAXUHHXCS-UHFFFAOYSA-N|chemische_stof:FJBFPHVGVWTDIP-UHFFFAOYSA-N|chemische_stof:FMWLUWPQPKEARP-UHFFFAOYSA-N|chemische_stof:FYGHSUNMUKGBRK-UHFFFAOYSA-N|chemische_stof:GATVIKZLVQHOMN-UHFFFAOYSA-N|chemische_stof:GWHJZXXIDMPWGX-UHFFFAOYSA-N|chemische_stof:HEDRZPFGACZZDS-UHFFFAOYSA-N|chemische_stof:HFPZCAJZSCWRBC-UHFFFAOYSA-N|chemische_stof:HRYZWHHZPQKTII-UHFFFAOYSA-N|chemische_stof:IBSQPLPBRSHTTG-UHFFFAOYSA-N|chemische_stof:IMNFDUFMRHMDMM-UHFFFAOYSA-N|chemische_stof:IVSZLXZYQVIEFR-UHFFFAOYSA-N|chemische_stof:JPOXNPPZZKNXOV-UHFFFAOYSA-N|chemische_stof:KFUSEUYYWQURPO-OWOJBTEDSA-N|chemische_stof:KFUSEUYYWQURPO-UPHRSURJSA-N|chemische_stof:KNKRKFALVUDBJE-UHFFFAOYSA-N|chemische_stof:LGXVIGDEPROXKC-UHFFFAOYSA-N|chemische_stof:MVPPADPHJFYWMZ-UHFFFAOYSA-N|chemische_stof:NPDACUSDTOMAMK-UHFFFAOYSA-N|chemische_stof:OCJBOOLMMGQPQU-UHFFFAOYSA-N|chemische_stof:OCKPCBLVNKHBMX-UHFFFAOYSA-N|chemische_stof:ODLMAHJVESYWTB-UHFFFAOYSA-N|chemische_stof:PAAZPARNPHGIKF-UHFFFAOYSA-N|chemische_stof:PBKONEOXTCPAFI-UHFFFAOYSA-N|chemische_stof:PPBRXRYQALVLMV-UHFFFAOYSA-N|chemische_stof:QARVLSVVCXYDNA-UHFFFAOYSA-N|chemische_stof:QPFMBZIOSGYJDE-UHFFFAOYSA-N|chemische_stof:QVLAWKAXOMEXPM-UHFFFAOYSA-N|chemische_stof:RELMFMZEBKVZJC-UHFFFAOYSA-N|chemische_stof:RFFLAFLAYFXFSW-UHFFFAOYSA-N|chemische_stof:RWGFKTVRMDUZSP-UHFFFAOYSA-N|chemische_stof:RWNKSTSCBHKHTB-UHFFFAOYSA-N|chemische_stof:SCYULBFZEHDVBN-UHFFFAOYSA-N|chemische_stof:TVMXDCGIABBOFY-UHFFFAOYSA-N|chemische_stof:UBOXGVDOUJQMTN-UHFFFAOYSA-N|chemische_stof:UFWIBTONFRDIAS-UHFFFAOYSA-N|chemische_stof:UHOVQNZJYSORNB-UHFFFAOYSA-N|chemische_stof:UOCLXMDMGBRAIB-UHFFFAOYSA-N|chemische_stof:UOORRWUZONOOLO-OWOJBTEDSA-N|chemische_stof:UOORRWUZONOOLO-UPHRSURJSA-N|chemische_stof:URLKBWYHVLBVBO-UHFFFAOYSA-N|chemische_stof:VLKZOEOYAKHREP-UHFFFAOYSA-N|chemische_stof:VZGDMQKNWNREIO-UHFFFAOYSA-N|chemische_stof:WBEJYOJJBDISQU-UHFFFAOYSA-N|chemische_stof:WSLDOOZREJYCGB-UHFFFAOYSA-N|chemische_stof:XKEFYDZQGKAQCN-UHFFFAOYSA-N|chemische_stof:XSTXAVWGXDQKEL-UHFFFAOYSA-N|chemische_stof:YHRUOJUYPBUZOS-UHFFFAOYSA-N|chemische_stof:YMWUJEATGCHHMB-UHFFFAOYSA-N|chemische_stof:YNQLUTRBYVCPMQ-UHFFFAOYSA-N|chemische_stof:YTZKOQUCBOVLHL-UHFFFAOYSA-N|chemische_stof:YXFVVABEGXRONW-UHFFFAOYSA-N|chemische_stof:ZAIDIVBQUMFXEC-UHFFFAOYSA-N|chemische_stof:ZEOVXNVKXIPWMS-UHFFFAOYSA-N|chemische_stof:ZJMWRROPUADPEA-UHFFFAOYSA-N|chemische_stof:ZPQOPVIELGIULI-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/016,Bepaling van vluchtige organische verbindingen in water,,"Deze methode beschrijft de kwantitatieve bepaling van een reeks vluchtige verbindingen (met kookpunten gaande van -30°C tot 218°C) in oppervlaktewater, grondwater, drinkwater en afvalwater.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_016.pdf,conceptscheme:observatieprocedure
WAC_IV_A_021,,,skos:Concept,WAC/IV/A/021,Specifieke bepaling van niet-ionogene surfactanten in water met LC-am-MS,,"Deze procedure beschrijft een methode voor de extractie, zuivering en analyse van de meest voorkomende niet-ionogene surfactanten, met name: alcoholethoxylaten (AEO) - alkylfenolethoxylaten (APEO) - alkanolamides",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_021.pdf,conceptscheme:observatieprocedure
WAC_IV_A_022,,,skos:Concept,WAC/IV/A/022,Specifieke bepaling van kationische surfactanten in water met LC- MS,,"Deze procedure beschrijft een methode voor de bepaling van de vanuit ecotoxicologisch oogpunt meest relevante kationische surfactanten, met name: monoalkyltrimethylammoniumzouten (ATMA) met alkylketenlengte van C12 tot C18;  dialkyldimethylammoniumzouten (DADMA) met alkylketenlengte van C10 tot C18; alkyldimethylbenzylammoniumzouten (ADMBA), met alkylketenlengte van C12 tot C18; heterocyclische ammoniumverbindingen (pyridinium met een C12- of C16-keten; isoquinolinium met een C12-keten); octylphenoxyethoxyethyldimethylbenzylammonium (benzethonium). ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_022.pdf,conceptscheme:observatieprocedure
WAC_IV_A_023,1746-01-6|19408-74-3|31508-00-6|32598-13-3|32598-14-4|3268-87-9|32774-16-6|35822-46-9|38380-08-4|39001-02-0|39227-28-6|39635-31-9|40321-76-4|51207-31-9|52663-72-6|55673-89-7|57117-31-4|57117-41-6|57117-44-9|57465-28-8|57653-85-7|60851-34-5|65510-44-3|67562-39-4|69782-90-7|70362-50-4|70648-26-9|72918-21-9|74472-37-0,chemische_stof:AZXHAWRMEPZSSV-UHFFFAOYSA-N|chemische_stof:BHWVLZJTVIYLIV-UHFFFAOYSA-N|chemische_stof:FOIBFBMSLDGNHL-UHFFFAOYSA-N|chemische_stof:FSPZPQQWDODWAU-UHFFFAOYSA-N|chemische_stof:HGUFODBRKLSHSI-UHFFFAOYSA-N|chemische_stof:IUTPYMGCWINGEY-UHFFFAOYSA-N|chemische_stof:JEYJJJXOFWNEHN-UHFFFAOYSA-N|chemische_stof:KSMVNVHUTQZITP-UHFFFAOYSA-N|chemische_stof:LCXMEXLGMKFLQO-UHFFFAOYSA-N|chemische_stof:LGIRBUBHIWTVCK-UHFFFAOYSA-N|chemische_stof:LVYBAQIVPKCOEE-UHFFFAOYSA-N|chemische_stof:OGBQILNBLMPPDP-UHFFFAOYSA-N|chemische_stof:PYUSJFJVDVSXIU-UHFFFAOYSA-N|chemische_stof:REHONNLQRWTIFF-UHFFFAOYSA-N|chemische_stof:RHIROFAGUQOFLU-UHFFFAOYSA-N|chemische_stof:SBMIVUVRFPGOEB-UHFFFAOYSA-N|chemische_stof:SXZSFWHOSHAKMN-UHFFFAOYSA-N|chemische_stof:UQMGJOKDKOLIDP-UHFFFAOYSA-N|chemische_stof:VEZCTZWLJYWARH-UHFFFAOYSA-N|chemische_stof:WCLNVRQZUKYVAI-UHFFFAOYSA-N|chemische_stof:WCYYQNSQJHPVMG-UHFFFAOYSA-N|chemische_stof:WDMKCPIVJOGHBF-UHFFFAOYSA-N|chemische_stof:WIDHRBRBACOVOY-UHFFFAOYSA-N|chemische_stof:XTAHLACQOVXINQ-UHFFFAOYSA-N|chemische_stof:XUAWBXBYHDRROL-UHFFFAOYSA-N|chemische_stof:YAHNWSSFXMVPOU-UHFFFAOYSA-N|chemische_stof:YCLUIPQDHHPDJJ-UHFFFAOYSA-N|chemische_stof:YTWXDQVNPCIEOX-UHFFFAOYSA-N|chemische_stof:ZHLICBPIXDOFFG-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/023,Bepaling van dioxines en dioxineachtige verbindingen in water,,Deze procedure beschrijft een methode voor de bepaling van dioxines en dioxineachtige verbindingen in water.,collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_023.pdf,conceptscheme:observatieprocedure
WAC_IV_A_024,101-14-4|101-77-9|106-47-8|108-42-9|554-00-7|608-27-5|608-31-1|615-65-6|62-53-3|626-43-7|7149-75-9|84-68-4|87-60-5|87-63-8|89-63-4|91-94-1|92-87-5|95-51-2|95-69-2|95-76-1|95-80-7|95-81-8|95-82-9|99-30-9,chemische_stof:AKCRQHGQIJBRMN-UHFFFAOYSA-N|chemische_stof:AVYGCQXNNJPXSS-UHFFFAOYSA-N|chemische_stof:BIXZHMJUSMUDOQ-UHFFFAOYSA-N|chemische_stof:BRPSAOUFIJSKOT-UHFFFAOYSA-N|chemische_stof:CXNVOWPRHWWCQR-UHFFFAOYSA-N|chemische_stof:HFACYLZERDEVSX-UHFFFAOYSA-N|chemische_stof:HIHCTGNZNHSZPP-UHFFFAOYSA-N|chemische_stof:HPSCXFOQUFPEPE-UHFFFAOYSA-N|chemische_stof:HUWXDEQWWKGHRV-UHFFFAOYSA-N|chemische_stof:IBOFVQJTBBUKMU-UHFFFAOYSA-N|chemische_stof:JDMFXJULNGEPOI-UHFFFAOYSA-N|chemische_stof:KQCMTOWTPBNWDB-UHFFFAOYSA-N|chemische_stof:PAYRUJLWNCNPSJ-UHFFFAOYSA-N|chemische_stof:PBGKNXWGYQPUJK-UHFFFAOYSA-N|chemische_stof:PNPCRKVUWYDDST-UHFFFAOYSA-N|chemische_stof:QSNSCYSYFYORTR-UHFFFAOYSA-N|chemische_stof:SDYWXFYBZPNOFX-UHFFFAOYSA-N|chemische_stof:UQRLKWGPEVNVHT-UHFFFAOYSA-N|chemische_stof:VOZKAJLKRJDJLL-UHFFFAOYSA-N|chemische_stof:WFNLHDJJZSJARK-UHFFFAOYSA-N|chemische_stof:XGYLSRFSXKAYCR-UHFFFAOYSA-N|chemische_stof:XKXPBJBODVHDAW-UHFFFAOYSA-N|chemische_stof:YBRVSVVVWCFQMG-UHFFFAOYSA-N|chemische_stof:ZUVPLKVDZNDZCM-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/024,Bepaling van aromatische amines in water,,"Deze procedure is nieuw en beschrijft een analysemethode voor de bepaling van aromatische amines in oppervlaktewater, grondwater, drinkwater en afvalwater met GC-MS/MS.",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_024.pdf,conceptscheme:observatieprocedure
WAC_IV_A_025,120226-60-0|13252-13-6|141074-63-7|159381-10-9|16517-11-6|1763-23-1|2058-94-8|2355-31-9|2706-90-3|2706-91-4|27619-97-2|2806-24-8|2991-50-6|30334-69-1|307-24-4|307-55-1|31506-32-8|335-67-1|335-76-2|335-77-3|355-46-4|375-22-4|375-73-5|375-85-9|375-92-8|375-95-1|376-06-7|39108-34-4|4151-50-2|41997-13-1|57677-95-9|57678-01-0|57678‐03‐2|646-83-3|678-41-1|67905-19-5|68259-12-1|68298-12-4|72629-94-8|749786-16-1|754-91-6|757124-72-4|791563-89-8|79780-39-5|919005-14-4|943913-15-3,chemische_stof:ACEKLXZRZOWKRY-UHFFFAOYSA-N|chemische_stof:AFDRCEOKCOUICI-UHFFFAOYSA-N|chemische_stof:AFWOYEYXUDHGHF-UHFFFAOYSA-N|chemische_stof:AJMAYLFJZQYRHN-UHFFFAOYSA-N|chemische_stof:ALVYVCQIFHTIRD-UHFFFAOYSA-N|chemische_stof:BJNCSIWIMCWIMS-UHFFFAOYSA-N|chemische_stof:CCEKAJIANROZEO-UHFFFAOYSA-N|chemische_stof:CFCRODHVHXGTPC-UHFFFAOYSA-N|chemische_stof:CKRXVVGETMYFIO-UHFFFAOYSA-N|chemische_stof:CSEBNABAWMZWIF-UHFFFAOYSA-N|chemische_stof:CXGONMQFMIYUJR-UHFFFAOYSA-N|chemische_stof:CXZGQIAOTKWCDB-UHFFFAOYSA-N|chemische_stof:FUVKFLJWBHVMHX-UHFFFAOYSA-N|chemische_stof:FZTRDYSPWWJCOF-UHFFFAOYSA-N|chemische_stof:GFZPUWKGPNHWHD-UHFFFAOYSA-N|chemische_stof:HYWZIAVPBSTISZ-UHFFFAOYSA-N|chemische_stof:ICKAEAFPESRWOT-UHFFFAOYSA-N|chemische_stof:JGTNAGYHADQMCM-UHFFFAOYSA-N|chemische_stof:JMIXTHMPTMXARZ-UHFFFAOYSA-N|chemische_stof:JVZREVRTMWNFME-UHFFFAOYSA-N|chemische_stof:KHLRYLUKBJEYFH-UHFFFAOYSA-N|chemische_stof:LVDGGZAZAYHXEY-UHFFFAOYSA-N|chemische_stof:MNEXVZFQQPKDHC-UHFFFAOYSA-N|chemische_stof:OJMBMWRMTMHMSZ-UHFFFAOYSA-N|chemische_stof:OYGQVDSRYXATEL-UHFFFAOYSA-N|chemische_stof:PCIUEQPBYFRTEM-UHFFFAOYSA-N|chemische_stof:PXUULQAPEKKVAH-UHFFFAOYSA-N|chemische_stof:QNDHIRFIMVNHBN-UHFFFAOYSA-N|chemische_stof:QZHDEAJFRJCDMF-UHFFFAOYSA-N|chemische_stof:RRRXPPIDPYTNJG-UHFFFAOYSA-N|chemische_stof:RUDINRUXCKIXAJ-UHFFFAOYSA-N|chemische_stof:SIDINRCMMRKXGQ-UHFFFAOYSA-N|chemische_stof:SNGREZUHAYWORS-UHFFFAOYSA-N|chemische_stof:SRMWNTGHXHOWBT-UHFFFAOYSA-N|chemische_stof:TXGIGTRUEITPSC-UHFFFAOYSA-N|chemische_stof:UKHUPOMCGUFNAP-UHFFFAOYSA-N|chemische_stof:UZUFPBIDKMEQEQ-UHFFFAOYSA-N|chemische_stof:VDKPSKAXYKUKMK-UHFFFAOYSA-N|chemische_stof:VIONGDJUYAYOPU-UHFFFAOYSA-N|chemische_stof:WDZLGCSJJWEQJO-UHFFFAOYSA-N|chemische_stof:YFSUTJLHUFNCNZ-UHFFFAOYSA-N|chemische_stof:YPJUNDFVDDCYIH-UHFFFAOYSA-N|chemische_stof:ZDYYWMSLMLTXDM-UHFFFAOYSA-N|chemische_stof:ZTSDOGSKTICNPQ-UHFFFAOYSA-N,skos:Concept,WAC/IV/A/025,Bepaling van perfluorverbindingen in water met LC-MS/MS,,"De hieronder beschreven analysemethode wordt gebruikt voor het bepalen van perfluorverbindingen (PFC) in drink-, grond- en oppervlaktewater en in afvalwater. ",collectie:water,conceptscheme:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_IV_A_025.pdf,conceptscheme:observatieprocedure
